"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"116","Yeshaneh, Ababel","31","F","Addis Ababa","ETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:48","0:34:46","0:50:47","1:07:46","1:11:30","1:24:40","1:41:50","1:58:37","2:14:44","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:25","2:22:00","42","4","4",""
"128","Yamaguchi, Haruka","35","F","JPN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:11","0:36:50","0:55:49","1:15:26","1:19:41","1:35:58","1:56:02","2:16:09","2:35:43","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:16","2:44:17","994","48","45",""
"7083","Youngberg, Chelsey","29","F","Duluth","MN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:50","0:41:37","1:02:27","1:23:17","1:27:47","1:43:53","2:04:38","2:25:28","2:45:47","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:39","2:54:18","2537","115","100",""
"8770","Young, Olivia","26","F","Kennett Square","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:21","0:40:40","1:01:22","1:22:20","1:26:52","1:43:13","2:05:06","2:27:18","2:48:09","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:46","2:57:27","3316","180","149",""
"6262","Yang, Rochelle","29","F","San Diego","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:19","0:42:39","1:04:35","1:26:03","1:30:37","1:47:14","2:09:15","2:31:37","2:52:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:57","3:02:12","4661","345","288",""
"13523","Young, Laura","27","F","Los Angeles","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:42","0:46:29","1:09:11","1:32:13","1:37:09","1:54:28","2:16:38","2:38:02","2:58:30","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:09","3:07:26","5802","570","467",""
"15051","Ybarra, Bridget","39","F","Amherst","NH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:35","0:46:36","1:09:02","1:31:17","1:36:07","1:53:21","2:15:49","2:38:28","3:00:18","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:15","3:09:56","6412","716","581",""
"11391","Yochum, Emily","34","F","Pittsburgh","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:46","0:45:11","1:07:37","1:30:08","1:35:01","1:52:33","2:14:50","2:37:45","3:00:26","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:16","3:10:28","6512","752","611",""
"14006","Yang, Wenyu","32","F","New York","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:01","0:47:16","1:10:25","1:33:20","1:38:23","1:56:16","2:19:05","2:41:34","3:03:07","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:21","3:12:29","7005","914","738",""
"13266","Youngblood, Allison","40","F","Fort Worth","TX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:57","0:45:07","1:07:13","1:29:31","1:34:20","1:51:53","2:14:50","2:38:16","3:01:43","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:21","3:12:40","7044","929","123",""
"15674","Yongchaiyudh, Monthira","48","F","Bangkok","THA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:53","0:43:47","1:06:12","1:29:23","1:34:27","1:52:38","2:16:44","2:41:22","3:06:12","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:34","3:18:04","8623","1494","82",""
"10295","Yang, Natalie","26","F","Lake Forest","IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:40","0:44:44","1:07:13","1:30:31","1:35:36","1:54:04","2:18:39","2:43:56","3:08:30","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:35","3:18:34","8755","1552","1217",""
"16748","Yates, Vivian","40","F","Shorewood","WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:04","0:47:08","1:10:27","1:33:58","1:39:04","1:57:36","2:21:22","2:45:39","3:08:59","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:36","3:19:01","8880","1598","221",""
"13937","Yock, Viviana","42","F","Guacima","CRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:38","0:48:04","1:11:40","1:35:11","1:40:14","1:58:22","2:21:55","2:46:04","3:09:03","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:36","3:19:08","8914","1609","225",""
"14908","Yu, Jamie","27","F","Chestnut Hill","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
