"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"1","Chebet, Evans","34","M","Kapsabet","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:18","0:28:53","0:43:57","0:59:02","1:02:20","1:14:05","1:29:24","1:44:19","1:59:14","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:48","2:05:54","1","1","1",""
"21","Chahdi, Hassan","33","M","FRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:26","0:29:32","0:44:58","1:00:36","1:03:59","1:16:08","1:31:44","1:47:25","2:02:52","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:04:57","2:09:46","8","8","8",""
"49","Chelanga, Sam","38","M","Colorado Springs","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:14:40","0:30:17","0:46:01","1:02:02","1:05:34","1:17:59","1:34:53","1:53:05","2:11:43","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:21","2:20:20","30","30","30",""
"53","Cabada, Fernando","40","M","Aurora","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:15:50","-","0:47:31","1:03:55","1:07:32","1:20:29","1:37:51","1:55:57","2:14:19","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:28","2:23:01","51","46","1",""
"267","Cordell, Adam","32","M","Cheyenne","WY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:37","0:33:21","0:50:02","1:06:50","1:10:27","1:23:37","1:41:05","1:58:54","2:16:27","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:30","2:24:14","64","57","54",""
"296","Castronuovo, Vinny","23","M","Boston","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:57","0:33:47","0:50:44","1:07:36","1:11:16","1:24:28","1:41:35","1:59:06","2:17:25","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:34","2:25:56","83","66","63",""
"429","Cisewski, David","41","M","Palo Alto","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:21","0:34:31","0:51:42","1:08:58","1:12:43","1:26:09","1:43:36","2:01:21","2:19:00","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:36","2:26:51","96","79","6",""
